0.2264133, 0.7649011, 0.4867988, 0
0.213752, 0.7743465, 0.4596395, 0
0.2253706, 0.7765453, 0.4893661, 0
0.2428119, 0.7603621, 0.4511744, 0
0.2119873, 0.7633686, 0.4752091, 0
0.2513084, 0.7756506, 0.4824061, 0
0.2177863, 0.7661033, 0.4646326, 0
0.2347847, 0.7519543, 0.427453, 0
0.2008642, 0.7642573, 0.4544072, 0
0.2073908, 0.7710363, 0.4542727, 0
0.2318592, 0.7635983, 0.4247835, 0
0.1835554, 0.7610239, 0.452311, 0
0.2036176, 0.7648361, 0.4319509, 0
0.236182, 0.7730318, 0.4574073, 0
0.2311161, 0.7775649, 0.487433, 0
0.2571274, 0.7803471, 0.4743189, 0
0.2241253, 0.7657273, 0.4833807, 0
0.245694, 0.7681836, 0.461905, 0
0.2452641, 0.7698165, 0.4302149, 0
0.2530123, 0.7811091, 0.4583319, 0
0.2080771, 0.7578633, 0.4348989, 0
0.214807, 0.768765, 0.4756306, 0
0.2639965, 0.764608, 0.455372, 0
0.2007184, 0.7584742, 0.4747218, 0
0.2332525, 0.7684153, 0.4666392, 0
0.2482444, 0.7760081, 0.4591891, 0
0.2485555, 0.7713517, 0.4611293, 0
0.2539944, 0.7756664, 0.4323098, 0
0.246873, 0.7653812, 0.4581471, 0
0.2571283, 0.7784329, 0.4537087, 0
0.2461045, 0.7691054, 0.4835642, 0
0.238422, 0.7753876, 0.4575118, 0
0.2322911, 0.7772576, 0.4829422, 0
0.2307514, 0.7622395, 0.4527743, 0
0.2563152, 0.7721557, 0.4546066, 0
0.2602633, 0.7680959, 0.4425616, 0
0.2238918, 0.7504026, 0.4341418, 0
0.1831102, 0.7645458, 0.4516781, 0
0.2367272, 0.7735752, 0.4456026, 0
0.2159519, 0.7676439, 0.4508364, 0
0.2083342, 0.7511597, 0.4411002, 0
0.249967, 0.7723856, 0.4467467, 0
0.2029105, 0.7630108, 0.4411454, 0
0.2056235, 0.7754306, 0.4877174, 0
0.2170948, 0.7616099, 0.4411964, 0
0.2143974, 0.75634, 0.4329256, 0
0.2207621, 0.7731888, 0.4758091, 0
0.2348805, 0.7697183, 0.4273123, 0
0.2437876, 0.7626097, 0.4308736, 0
0.2369531, 0.7758769, 0.457204, 0
0.2319435, 0.7508456, 0.4294614, 0
0.1996119, 0.7685738, 0.4512821, 0
0.2432215, 0.7662472, 0.4712928, 0
0.2417361, 0.7855331, 0.4793586, 0
0.2141817, 0.7745742, 0.4790237, 0
0.2141854, 0.7476131, 0.4417669, 0
0.248295, 0.7774502, 0.4402463, 0
0.2515275, 0.7641013, 0.4537705, 0
0.2392748, 0.7621735, 0.4244277, 0
0.2537818, 0.7682634, 0.4350794, 0
0.2139916, 0.7623084, 0.4757414, 0
0.2093401, 0.7758654, 0.4609669, 0
0.2320319, 0.7682539, 0.482021, 0
0.1981101, 0.7612119, 0.4595639, 0
0.2198048, 0.7615024, 0.4440536, 0
0.2305528, 0.7784852, 0.4835974, 0
0.2283996, 0.7696543, 0.4230556, 0
0.237439, 0.7605386, 0.4234569, 0
0.1820148, 0.7572808, 0.4675943, 0
0.206259, 0.7685961, 0.4291749, 0
0.2148468, 0.7777291, 0.4927104, 0
0.2126051, 0.7602603, 0.4319942, 0
0.2537633, 0.7788999, 0.4726314, 0
0.2182928, 0.7820172, 0.4921176, 0
0.2522385, 0.7692494, 0.427969, 0
0.2455103, 0.7736418, 0.470641, 0
0.2251035, 0.7617099, 0.459067, 0
0.2408655, 0.7844491, 0.4749867, 0
0.2215098, 0.7571037, 0.4435512, 0
0.2554111, 0.7750822, 0.4451128, 0
0.2413751, 0.7679471, 0.4563679, 0
0.2265533, 0.7645981, 0.4875546, 0
0.2347394, 0.7760218, 0.4814988, 0
0.2009646, 0.7706878, 0.4721383, 0
0.1954943, 0.7664772, 0.4737081, 0
0.1976607, 0.7574582, 0.4680109, 0
0.2403481, 0.7654081, 0.42439, 0
0.2023165, 0.7471361, 0.4489734, 0
0.2419224, 0.7686254, 0.4766712, 0
0.2155375, 0.764611, 0.4804632, 0
0.2326154, 0.7759469, 0.4547836, 0
0.2037457, 0.7704435, 0.4394991, 0
0.2033451, 0.7812997, 0.4821468, 0
0.2073998, 0.7567219, 0.4360937, 0
0.2125354, 0.760004, 0.4593645, 0
0.2252809, 0.7659459, 0.4650431, 0
0.2577647, 0.7727934, 0.4684486, 0
0.2123361, 0.7599905, 0.4314651, 0
0.2061779, 0.7779893, 0.4858564, 0
0.2154433, 0.7669379, 0.4909136, 0
0.2558063, 0.7677696, 0.4503323, 0
0.2183265, 0.769125, 0.4619414, 0
0.2049368, 0.7518319, 0.442128, 0
0.2127418, 0.7687311, 0.4503476, 0
0.2021038, 0.7600243, 0.4371871, 0
0.2272786, 0.76855, 0.4478345, 0
0.223704, 0.7707682, 0.4530327, 0
0.2103136, 0.764627, 0.4628212, 0
0.1930879, 0.7734908, 0.4830536, 0
0.2454777, 0.7664376, 0.4222412, 0
